transaction_id,card_id,company_id,transaction_date,amount,currency,merchant_name,category,transaction_type,status
TXN001000,CD0082,CO010,2024-01-25,68.63,AED,IKEA,Office Supplies,purchase,success
TXN001001,CD0082,CO010,2024-02-06,198.56,AED,HubSpot,SaaS Subscription,purchase,success
TXN001002,CD0082,CO010,2024-02-13,1075.81,AED,Etihad Airways,Travel,purchase,success
TXN001003,CD0082,CO010,2024-02-26,1025.79,AED,Zomato,Meals & Entertainment,purchase,success
TXN001004,CD0082,CO010,2024-02-27,668.99,AED,Lenovo,Hardware,purchase,success
TXN001005,CD0082,CO010,2024-02-29,118.97,AED,Benya,Utilities,purchase,success
TXN001006,CD0082,CO010,2024-03-02,393.25,AED,HubSpot,SaaS Subscription,purchase,success
TXN001007,CD0082,CO010,2024-03-05,141.34,AED,HubSpot,SaaS Subscription,purchase,failed
TXN001008,CD0082,CO010,2024-03-14,42.26,AED,Uber,Travel,purchase,success
TXN001009,CD0082,CO010,2024-03-17,442.55,AED,Apple Store,Hardware,purchase,failed
TXN001010,CD0082,CO010,2024-05-14,1893.06,AED,Staples,Office Supplies,refund,success
TXN001011,CD0082,CO010,2024-05-14,218.98,AED,Meta Ads,Advertising,purchase,success
TXN001012,CD0082,CO010,2024-05-31,61.82,AED,Emirates Airlines,Travel,purchase,success
TXN001013,CD0082,CO010,2024-06-01,85.53,AED,Marriott,Travel,purchase,failed
TXN001014,CD0082,CO010,2024-06-03,92.63,AED,TikTok Ads,Advertising,purchase,success
TXN001015,CD0082,CO010,2024-06-06,32995.24,AED,HubSpot,SaaS Subscription,purchase,success
TXN001016,CD0082,CO010,2024-06-06,295.58,AED,Salesforce,SaaS Subscription,purchase,success
TXN001017,CD0082,CO010,2024-06-11,2717.35,AED,LinkedIn Ads,Advertising,purchase,success
TXN001018,CD0082,CO010,2024-06-21,69.82,AED,Marriott,Travel,purchase,success
TXN001019,CD0083,CO010,2024-02-14,1201.93,AED,Cipriani,Meals & Entertainment,purchase,success
TXN001020,CD0083,CO010,2024-06-13,14.16,AED,Lenovo,Hardware,purchase,success
TXN001021,CD0084,CO010,2024-01-19,839.24,AED,Carrefour,Office Supplies,refund,success
TXN001022,CD0084,CO010,2024-02-07,2509.31,AED,Apple Store,Hardware,cash_withdrawal,failed
TXN001023,CD0084,CO010,2024-02-13,329.7,AED,Careem,Travel,purchase,success
TXN001024,CD0084,CO010,2024-03-10,135.92,AED,TikTok Ads,Advertising,purchase,success
TXN001025,CD0084,CO010,2024-03-12,1826.73,AED,PwC,Professional Services,cash_withdrawal,success
TXN001026,CD0084,CO010,2024-03-12,1221.95,AED,Google Ads,Advertising,purchase,success
TXN001027,CD0084,CO010,2024-04-07,1842.86,AED,du Telecom,Utilities,refund,success
TXN001028,CD0084,CO010,2024-04-12,764.91,AED,Salesforce,SaaS Subscription,purchase,failed
TXN001029,CD0084,CO010,2024-04-21,791.11,AED,Uber,Travel,purchase,failed
TXN001030,CD0084,CO010,2024-04-25,84.33,AED,Sharaf DG,Hardware,purchase,success
TXN001031,CD0084,CO010,2024-05-16,61.62,AED,Salesforce,SaaS Subscription,purchase,success
TXN001032,CD0084,CO010,2024-06-03,840.11,AED,Zoom,SaaS Subscription,purchase,success
TXN001033,CD0084,CO010,2024-06-04,32.81,AED,Carrefour,Office Supplies,purchase,success
TXN001034,CD0084,CO010,2024-06-08,1046.47,AED,TikTok Ads,Advertising,purchase,success
TXN001035,CD0084,CO010,2024-06-18,361.91,AED,Rotana Hotels,Travel,purchase,success
TXN001036,CD0084,CO010,2024-06-27,188.59,AED,Notion,SaaS Subscription,purchase,success
TXN001037,CD0085,CO010,2024-02-09,420.79,AED,Microsoft 365,SaaS Subscription,purchase,success
TXN001038,CD0085,CO010,2024-02-19,833.37,AED,Virgin Megastore,Office Supplies,purchase,success
TXN001039,CD0085,CO010,2024-03-04,315.39,AED,Talabat,Meals & Entertainment,purchase,success
TXN001040,CD0085,CO010,2024-03-05,977.74,AED,Uber,Travel,purchase,failed
TXN001041,CD0085,CO010,2024-04-05,810.31,AED,PwC,Professional Services,purchase,success
TXN001042,CD0085,CO010,2024-04-08,637.89,AED,Meta Ads,Advertising,purchase,failed
TXN001043,CD0085,CO010,2024-04-21,68.62,AED,Deloitte,Professional Services,purchase,failed
TXN001044,CD0085,CO010,2024-04-27,41.73,AED,Microsoft 365,SaaS Subscription,purchase,success
TXN001045,CD0086,CO011,2023-12-13,27.32,AED,IKEA,Office Supplies,purchase,success
TXN001046,CD0086,CO011,2024-03-10,70.83,AED,Apple Store,Hardware,purchase,failed
TXN001047,CD0086,CO011,2024-03-19,744.86,AED,DEWA,Utilities,purchase,success
TXN001048,CD0086,CO011,2024-03-21,942.07,AED,Emirates Airlines,Travel,purchase,success
TXN001049,CD0086,CO011,2024-03-21,1920.92,AED,Rotana Hotels,Travel,refund,success
TXN001050,CD0086,CO011,2024-05-22,341.66,AED,Marriott,Travel,purchase,success
TXN001051,CD0086,CO011,2024-06-05,24.68,AED,Marriott,Travel,purchase,success
TXN001052,CD0086,CO011,2024-06-08,253.49,AED,McKinsey,Professional Services,purchase,success
TXN001053,CD0086,CO011,2024-06-25,1330.37,AED,Meta Ads,Advertising,purchase,success
TXN001054,CD0087,CO011,2024-02-07,248.21,AED,Zoom,SaaS Subscription,refund,success
TXN001055,CD0087,CO011,2024-02-19,480.19,AED,Sharaf DG,Hardware,purchase,success
TXN001056,CD0087,CO011,2024-02-26,47.54,AED,Zoom,SaaS Subscription,purchase,success
TXN001057,CD0087,CO011,2024-03-01,270.39,AED,Benya,Utilities,purchase,success
TXN001058,CD0087,CO011,2024-03-14,954.07,AED,Carrefour,Office Supplies,purchase,failed
TXN001059,CD0087,CO011,2024-03-28,168.01,AED,Google Ads,Advertising,purchase,success
TXN001060,CD0087,CO011,2024-04-04,60.32,AED,Talabat,Meals & Entertainment,purchase,success
TXN001061,CD0087,CO011,2024-04-04,604.52,AED,Rotana Hotels,Travel,purchase,success
TXN001062,CD0087,CO011,2024-04-15,488.82,AED,Slack,SaaS Subscription,purchase,success
TXN001063,CD0087,CO011,2024-04-16,149.13,AED,Nobu,Meals & Entertainment,purchase,failed
TXN001064,CD0087,CO011,2024-04-21,92.21,AED,Deloitte,Professional Services,purchase,failed
TXN001065,CD0087,CO011,2024-04-21,266.49,AED,Meta Ads,Advertising,purchase,success
TXN001066,CD0087,CO011,2024-05-04,3107.48,AED,Zoom,SaaS Subscription,purchase,failed
TXN001067,CD0087,CO011,2024-05-05,152.48,AED,du Telecom,Utilities,purchase,failed
TXN001068,CD0087,CO011,2024-05-12,208.64,AED,Deliveroo,Meals & Entertainment,refund,success
TXN001069,CD0087,CO011,2024-05-28,127.13,AED,Apple Store,Hardware,purchase,failed
TXN001070,CD0087,CO011,2024-05-29,92.22,AED,HubSpot,SaaS Subscription,purchase,success
TXN001071,CD0087,CO011,2024-05-31,686.88,AED,Dell,Hardware,purchase,success
TXN001072,CD0087,CO011,2024-06-02,1816.5,AED,Dell,Hardware,purchase,success
TXN001073,CD0087,CO011,2024-06-03,1473.63,AED,Staples,Office Supplies,purchase,success
TXN001074,CD0087,CO011,2024-06-08,316.69,AED,Jumbo Electronics,Hardware,purchase,failed
TXN001075,CD0087,CO011,2024-06-10,962.66,AED,Zoom,SaaS Subscription,purchase,success
TXN001076,CD0087,CO011,2024-06-12,127.68,AED,Careem,Travel,purchase,success
TXN001077,CD0087,CO011,2024-06-13,369.99,AED,Staples,Office Supplies,purchase,failed
TXN001078,CD0088,CO011,2024-02-07,508.83,AED,HubSpot,SaaS Subscription,purchase,success
TXN001079,CD0088,CO011,2024-02-09,1175.92,AED,PwC,Professional Services,purchase,success
TXN001080,CD0088,CO011,2024-02-16,44.94,AED,Google Ads,Advertising,purchase,failed
TXN001081,CD0088,CO011,2024-03-25,180.47,AED,Etisalat,Utilities,purchase,failed
TXN001082,CD0088,CO011,2024-03-28,55.62,AED,Uber,Travel,purchase,failed
TXN001083,CD0088,CO011,2024-04-08,547.23,AED,Zomato,Meals & Entertainment,purchase,success
TXN001084,CD0088,CO011,2024-04-23,153.22,AED,Etihad Airways,Travel,purchase,success
TXN001085,CD0088,CO011,2024-05-14,749.67,AED,IKEA,Office Supplies,purchase,failed
TXN001086,CD0088,CO011,2024-06-19,245.94,AED,PwC,Professional Services,purchase,success
TXN001087,CD0088,CO011,2024-06-27,38.41,AED,Benya,Utilities,purchase,success
TXN001088,CD0089,CO011,2024-01-21,315.67,AED,Cipriani,Meals & Entertainment,purchase,success
TXN001089,CD0089,CO011,2024-02-01,1517.62,AED,Benya,Utilities,purchase,success
TXN001090,CD0089,CO011,2024-02-01,2151.6,AED,Benya,Utilities,cash_withdrawal,success
TXN001091,CD0089,CO011,2024-02-11,237.94,AED,LinkedIn Ads,Advertising,purchase,success
TXN001092,CD0089,CO011,2024-02-12,166.08,AED,Staples,Office Supplies,purchase,success
TXN001093,CD0089,CO011,2024-02-14,887.77,AED,Etisalat,Utilities,purchase,success
TXN001094,CD0089,CO011,2024-02-24,242.26,AED,Notion,SaaS Subscription,purchase,success
TXN001095,CD0089,CO011,2024-02-26,502.98,AED,Meta Ads,Advertising,purchase,success
TXN001096,CD0089,CO011,2024-03-05,115.01,AED,PwC,Professional Services,purchase,success
TXN001097,CD0089,CO011,2024-03-06,2793.15,AED,IKEA,Office Supplies,purchase,success
TXN001098,CD0089,CO011,2024-03-16,251.96,AED,Benya,Utilities,purchase,failed
TXN001099,CD0089,CO011,2024-03-18,78.63,AED,Talabat,Meals & Entertainment,purchase,success
TXN001100,CD0089,CO011,2024-03-22,151.25,AED,Cipriani,Meals & Entertainment,refund,failed
TXN001101,CD0089,CO011,2024-04-21,748.52,AED,Etisalat,Utilities,purchase,success
TXN001102,CD0089,CO011,2024-04-29,574.95,AED,COYA,Meals & Entertainment,purchase,failed
TXN001103,CD0089,CO011,2024-05-18,1501.26,AED,McKinsey,Professional Services,refund,success
TXN001104,CD0089,CO011,2024-05-22,893.5,AED,Google Ads,Advertising,purchase,failed
TXN001105,CD0089,CO011,2024-05-23,110.02,AED,LinkedIn Ads,Advertising,purchase,success
TXN001106,CD0089,CO011,2024-05-24,79.56,AED,Etisalat,Utilities,purchase,success
TXN001107,CD0089,CO011,2024-05-28,673.9,AED,Lenovo,Hardware,cash_withdrawal,failed
TXN001108,CD0089,CO011,2024-06-06,1077.59,AED,du Telecom,Utilities,refund,success
TXN001109,CD0089,CO011,2024-06-11,309.26,AED,IKEA,Office Supplies,purchase,success
TXN001110,CD0089,CO011,2024-06-16,134.01,AED,Staples,Office Supplies,purchase,success
TXN001111,CD0089,CO011,2024-06-17,692.05,AED,LinkedIn Ads,Advertising,purchase,success
TXN001112,CD0089,CO011,2024-06-27,123.22,AED,Deloitte,Professional Services,purchase,success
TXN001113,CD0089,CO011,2024-06-29,1129.69,AED,Deliveroo,Meals & Entertainment,purchase,success
TXN001114,CD0090,CO011,2024-02-09,201.38,AED,Dell,Hardware,purchase,success
TXN001115,CD0090,CO011,2024-03-13,1861.11,AED,TikTok Ads,Advertising,refund,failed
TXN001116,CD0090,CO011,2024-03-14,222.35,AED,Carrefour,Office Supplies,purchase,failed
TXN001117,CD0090,CO011,2024-03-16,1448.43,AED,Carrefour,Office Supplies,purchase,failed
TXN001118,CD0090,CO011,2024-05-31,894.24,AED,Benya,Utilities,purchase,success
TXN001119,CD0090,CO011,2024-06-10,1948.78,AED,McKinsey,Professional Services,refund,success
TXN001120,CD0091,CO011,2023-12-15,203.34,AED,Meta Ads,Advertising,purchase,success
TXN001121,CD0091,CO011,2023-12-17,92.58,AED,HubSpot,SaaS Subscription,purchase,success
TXN001122,CD0091,CO011,2023-12-27,275.54,AED,Apple Store,Hardware,purchase,success
TXN001123,CD0091,CO011,2024-01-09,120.63,AED,Marriott,Travel,purchase,success
TXN001124,CD0091,CO011,2024-01-11,1871.04,AED,Benya,Utilities,purchase,success
TXN001125,CD0091,CO011,2024-01-12,516.91,AED,HubSpot,SaaS Subscription,cash_withdrawal,success
TXN001126,CD0091,CO011,2024-01-24,172.23,AED,Dell,Hardware,purchase,failed
TXN001127,CD0091,CO011,2024-01-25,562.21,AED,Salesforce,SaaS Subscription,purchase,success
TXN001128,CD0091,CO011,2024-02-19,107.12,AED,Deloitte,Professional Services,purchase,failed
TXN001129,CD0091,CO011,2024-02-28,1920.6,AED,Staples,Office Supplies,refund,success
TXN001130,CD0091,CO011,2024-03-01,348.59,AED,Slack,SaaS Subscription,purchase,success
TXN001131,CD0091,CO011,2024-03-10,98.02,AED,Uber,Travel,purchase,success
TXN001132,CD0091,CO011,2024-03-16,567.89,AED,Uber,Travel,purchase,failed
TXN001133,CD0091,CO011,2024-03-22,16.97,AED,Snapchat Ads,Advertising,purchase,success
TXN001134,CD0091,CO011,2024-03-27,1218.12,AED,Nobu,Meals & Entertainment,purchase,failed
TXN001135,CD0091,CO011,2024-03-27,214.43,AED,Nobu,Meals & Entertainment,purchase,success
TXN001136,CD0091,CO011,2024-04-29,597.49,AED,LinkedIn Ads,Advertising,purchase,success
TXN001137,CD0091,CO011,2024-05-04,597.86,AED,Talabat,Meals & Entertainment,purchase,failed
TXN001138,CD0091,CO011,2024-05-09,1648.9,AED,Dell,Hardware,refund,success
TXN001139,CD0091,CO011,2024-05-09,547.25,AED,Rotana Hotels,Travel,refund,success
TXN001140,CD0091,CO011,2024-06-08,787.53,AED,KPMG,Professional Services,purchase,success
TXN001141,CD0091,CO011,2024-06-11,431.52,AED,Chalhoub Group,Professional Services,purchase,success
TXN001142,CD0091,CO011,2024-06-13,83.44,AED,Careem,Travel,purchase,success
TXN001143,CD0091,CO011,2024-06-17,852.46,AED,HubSpot,SaaS Subscription,refund,success
TXN001144,CD0091,CO011,2024-06-26,131.08,AED,Rotana Hotels,Travel,purchase,success
TXN001145,CD0093,CO011,2023-12-28,251.98,AED,Slack,SaaS Subscription,purchase,failed
TXN001146,CD0093,CO011,2024-01-09,257.57,AED,Zoom,SaaS Subscription,purchase,success
TXN001147,CD0093,CO011,2024-01-27,698.85,AED,Marriott,Travel,purchase,success
TXN001148,CD0093,CO011,2024-01-30,1116.12,AED,Nobu,Meals & Entertainment,purchase,success
TXN001149,CD0093,CO011,2024-02-01,644.43,AED,DEWA,Utilities,purchase,success
TXN001150,CD0093,CO011,2024-02-04,314.68,AED,Google Ads,Advertising,purchase,success
TXN001151,CD0093,CO011,2024-02-06,1801.52,AED,Nobu,Meals & Entertainment,cash_withdrawal,success
TXN001152,CD0093,CO011,2024-02-11,455.31,AED,IKEA,Office Supplies,purchase,success
TXN001153,CD0093,CO011,2024-02-21,746.05,AED,Zomato,Meals & Entertainment,purchase,success
TXN001154,CD0093,CO011,2024-03-04,900.18,AED,Zomato,Meals & Entertainment,purchase,success
TXN001155,CD0093,CO011,2024-03-05,1324.08,AED,Etisalat,Utilities,refund,success
TXN001156,CD0093,CO011,2024-03-06,69.66,AED,PwC,Professional Services,purchase,success
TXN001157,CD0093,CO011,2024-03-09,226.48,AED,Snapchat Ads,Advertising,purchase,success
TXN001158,CD0093,CO011,2024-03-22,117.13,AED,Slack,SaaS Subscription,purchase,success
TXN001159,CD0093,CO011,2024-04-03,1093.98,AED,Notion,SaaS Subscription,purchase,success
TXN001160,CD0093,CO011,2024-04-18,1003.73,AED,Rotana Hotels,Travel,refund,success
TXN001161,CD0093,CO011,2024-04-24,669.97,AED,Chalhoub Group,Professional Services,purchase,success
TXN001162,CD0093,CO011,2024-04-27,1167.59,AED,Nobu,Meals & Entertainment,refund,success
TXN001163,CD0093,CO011,2024-05-01,821.7,AED,Virgin Megastore,Office Supplies,purchase,success
TXN001164,CD0093,CO011,2024-05-02,563.61,AED,Deloitte,Professional Services,purchase,success
TXN001165,CD0093,CO011,2024-05-06,205.83,AED,Apple Store,Hardware,purchase,success
TXN001166,CD0093,CO011,2024-05-21,1446.75,AED,Carrefour,Office Supplies,purchase,success
TXN001167,CD0093,CO011,2024-05-24,1740.16,AED,Salesforce,SaaS Subscription,refund,success
TXN001168,CD0093,CO011,2024-05-24,403.54,AED,Jumbo Electronics,Hardware,purchase,success
TXN001169,CD0093,CO011,2024-05-29,282.17,AED,Zoom,SaaS Subscription,purchase,success
TXN001170,CD0093,CO011,2024-06-06,44.61,AED,Microsoft 365,SaaS Subscription,purchase,success
TXN001171,CD0093,CO011,2024-06-17,142.01,AED,TikTok Ads,Advertising,purchase,success
TXN001172,CD0094,CO011,2024-01-19,1160.68,AED,Cipriani,Meals & Entertainment,purchase,failed
TXN001173,CD0094,CO011,2024-01-20,33.09,AED,Zoom,SaaS Subscription,purchase,success
TXN001174,CD0094,CO011,2024-01-29,621.66,AED,TikTok Ads,Advertising,refund,success
TXN001175,CD0094,CO011,2024-02-05,54017.48,AED,Slack,SaaS Subscription,purchase,success
TXN001176,CD0094,CO011,2024-02-07,1263.72,AED,Salesforce,SaaS Subscription,purchase,success
TXN001177,CD0094,CO011,2024-02-08,257.13,AED,Cipriani,Meals & Entertainment,cash_withdrawal,success
TXN001178,CD0094,CO011,2024-02-10,739.97,AED,Google Ads,Advertising,purchase,success
TXN001179,CD0094,CO011,2024-02-14,362.16,AED,Etisalat,Utilities,purchase,failed
TXN001180,CD0094,CO011,2024-02-23,196.6,AED,Lenovo,Hardware,purchase,success
TXN001181,CD0094,CO011,2024-03-01,305.6,AED,Apple Store,Hardware,purchase,failed
TXN001182,CD0094,CO011,2024-03-07,2227.75,AED,Notion,SaaS Subscription,cash_withdrawal,success
TXN001183,CD0094,CO011,2024-03-09,20686.36,AED,Notion,SaaS Subscription,purchase,success
TXN001184,CD0094,CO011,2024-04-03,363.72,AED,Staples,Office Supplies,purchase,success
TXN001185,CD0094,CO011,2024-04-10,1466.15,AED,Etisalat,Utilities,purchase,success
TXN001186,CD0094,CO011,2024-04-28,1265.89,AED,Google Ads,Advertising,purchase,success
TXN001187,CD0094,CO011,2024-04-29,759.88,AED,Cipriani,Meals & Entertainment,purchase,success
TXN001188,CD0094,CO011,2024-04-29,185.15,AED,PwC,Professional Services,purchase,success
TXN001189,CD0094,CO011,2024-05-02,337.4,AED,Microsoft 365,SaaS Subscription,purchase,failed
TXN001190,CD0094,CO011,2024-05-14,92.79,AED,Google Ads,Advertising,purchase,failed
TXN001191,CD0094,CO011,2024-05-19,32.72,AED,Google Ads,Advertising,purchase,success
TXN001192,CD0094,CO011,2024-05-31,445.74,AED,Slack,SaaS Subscription,purchase,success
TXN001193,CD0094,CO011,2024-06-08,186.41,AED,Staples,Office Supplies,purchase,success
TXN001194,CD0094,CO011,2024-06-14,70.68,AED,Uber,Travel,purchase,success
TXN001195,CD0094,CO011,2024-06-26,272.96,AED,Marriott,Travel,purchase,failed
TXN001196,CD0095,CO011,2024-01-11,465.12,AED,Snapchat Ads,Advertising,purchase,success
TXN001197,CD0095,CO011,2024-01-15,78.56,AED,Zomato,Meals & Entertainment,purchase,success
TXN001198,CD0095,CO011,2024-01-18,125.75,AED,Microsoft 365,SaaS Subscription,purchase,success
TXN001199,CD0095,CO011,2024-01-27,139.46,AED,TikTok Ads,Advertising,purchase,success
TXN001200,CD0095,CO011,2024-03-25,420.79,AED,Virgin Megastore,Office Supplies,purchase,failed
TXN001201,CD0095,CO011,2024-03-26,1232.71,AED,Nobu,Meals & Entertainment,refund,failed
TXN001202,CD0095,CO011,2024-05-10,278.72,AED,COYA,Meals & Entertainment,purchase,failed
TXN001203,CD0095,CO011,2024-05-13,55560.54,AED,PwC,Professional Services,purchase,success
TXN001204,CD0095,CO011,2024-05-19,196.16,AED,Staples,Office Supplies,purchase,success
TXN001205,CD0095,CO011,2024-05-24,352.92,AED,Etisalat,Utilities,purchase,success
TXN001206,CD0095,CO011,2024-05-24,135.89,AED,Marriott,Travel,purchase,success
TXN001207,CD0095,CO011,2024-05-27,317.38,AED,Salesforce,SaaS Subscription,purchase,failed
TXN001208,CD0095,CO011,2024-06-01,195.11,AED,Etisalat,Utilities,purchase,success
TXN001209,CD0095,CO011,2024-06-14,1987.98,AED,Staples,Office Supplies,refund,success
TXN001210,CD0095,CO011,2024-06-23,249.42,AED,Chalhoub Group,Professional Services,purchase,success
TXN001211,CD0096,CO011,2023-12-20,132.45,AED,Rotana Hotels,Travel,purchase,success
TXN001212,CD0096,CO011,2023-12-23,7.71,AED,Cipriani,Meals & Entertainment,purchase,success
TXN001213,CD0096,CO011,2024-01-09,4703.88,AED,Staples,Office Supplies,purchase,failed
TXN001214,CD0096,CO011,2024-01-09,176.91,AED,Nobu,Meals & Entertainment,purchase,success
TXN001215,CD0096,CO011,2024-01-13,67.94,AED,TikTok Ads,Advertising,purchase,success
TXN001216,CD0096,CO011,2024-01-13,87.18,AED,Zoom,SaaS Subscription,purchase,success
TXN001217,CD0096,CO011,2024-01-14,117.37,AED,Chalhoub Group,Professional Services,purchase,success
TXN001218,CD0096,CO011,2024-01-28,406.17,AED,Zoom,SaaS Subscription,purchase,failed
TXN001219,CD0096,CO011,2024-02-02,2737.21,AED,Nobu,Meals & Entertainment,cash_withdrawal,success
TXN001220,CD0096,CO011,2024-02-29,694.08,AED,du Telecom,Utilities,purchase,success
TXN001221,CD0096,CO011,2024-03-01,5338.04,AED,Etihad Airways,Travel,purchase,failed
TXN001222,CD0096,CO011,2024-03-06,317.09,AED,Notion,SaaS Subscription,purchase,success
TXN001223,CD0096,CO011,2024-03-08,640.48,AED,Lenovo,Hardware,purchase,success
TXN001224,CD0096,CO011,2024-03-13,119.92,AED,LinkedIn Ads,Advertising,purchase,failed
TXN001225,CD0096,CO011,2024-03-20,379.56,AED,Zoom,SaaS Subscription,purchase,success
TXN001226,CD0096,CO011,2024-03-28,95.58,AED,COYA,Meals & Entertainment,purchase,success
TXN001227,CD0096,CO011,2024-04-03,1243.41,AED,du Telecom,Utilities,refund,success
TXN001228,CD0096,CO011,2024-04-08,37.24,AED,Chalhoub Group,Professional Services,purchase,success
TXN001229,CD0096,CO011,2024-04-10,300.05,AED,Slack,SaaS Subscription,purchase,failed
TXN001230,CD0096,CO011,2024-04-11,108.39,AED,Benya,Utilities,purchase,failed
TXN001231,CD0096,CO011,2024-04-15,612.98,AED,IKEA,Office Supplies,purchase,success
TXN001232,CD0096,CO011,2024-04-18,79.87,AED,Meta Ads,Advertising,purchase,success
TXN001233,CD0096,CO011,2024-04-20,738.82,AED,Sharaf DG,Hardware,purchase,success
TXN001234,CD0096,CO011,2024-04-22,1145.29,AED,Marriott,Travel,purchase,success
TXN001235,CD0096,CO011,2024-04-23,14.55,AED,Zoom,SaaS Subscription,purchase,success
TXN001236,CD0096,CO011,2024-04-25,1308.8,AED,Virgin Megastore,Office Supplies,purchase,success
TXN001237,CD0096,CO011,2024-05-08,1133.53,AED,Google Ads,Advertising,cash_withdrawal,success
TXN001238,CD0096,CO011,2024-05-22,216.19,AED,Etisalat,Utilities,refund,success
TXN001239,CD0096,CO011,2024-05-27,214.5,AED,HubSpot,SaaS Subscription,purchase,success
TXN001240,CD0096,CO011,2024-06-05,225.93,AED,du Telecom,Utilities,purchase,success
TXN001241,CD0096,CO011,2024-06-08,1140.17,AED,IKEA,Office Supplies,refund,success
TXN001242,CD0096,CO011,2024-06-08,1850.17,AED,Chalhoub Group,Professional Services,refund,success
TXN001243,CD0096,CO011,2024-06-21,345.78,AED,Notion,SaaS Subscription,purchase,success
TXN001244,CD0096,CO011,2024-06-23,199.89,AED,Jumbo Electronics,Hardware,purchase,success
TXN001245,CD0096,CO011,2024-06-29,118.85,AED,Marriott,Travel,purchase,success
TXN001246,CD0112,CO014,2023-04-07,655.87,AED,Rotana Hotels,Travel,purchase,success
TXN001247,CD0112,CO014,2023-06-16,147.43,AED,PwC,Professional Services,purchase,success
TXN001248,CD0112,CO014,2023-06-17,153.47,AED,Jumbo Electronics,Hardware,purchase,success
TXN001249,CD0112,CO014,2023-08-22,194.64,AED,Rotana Hotels,Travel,purchase,success
TXN001250,CD0112,CO014,2023-10-24,31.65,AED,Apple Store,Hardware,purchase,success
TXN001251,CD0112,CO014,2023-10-29,651.33,AED,Careem,Travel,refund,success
TXN001252,CD0112,CO014,2023-11-01,2384.36,AED,Emirates Airlines,Travel,purchase,success
TXN001253,CD0112,CO014,2023-11-06,214.65,AED,Nobu,Meals & Entertainment,purchase,failed
TXN001254,CD0112,CO014,2023-11-28,178.21,AED,Etihad Airways,Travel,purchase,failed
TXN001255,CD0112,CO014,2023-12-02,173.17,AED,LinkedIn Ads,Advertising,purchase,success
TXN001256,CD0112,CO014,2023-12-16,157.37,AED,Benya,Utilities,purchase,success
TXN001257,CD0112,CO014,2024-01-17,66.69,AED,Snapchat Ads,Advertising,purchase,failed
TXN001258,CD0112,CO014,2024-02-17,697.87,AED,Nobu,Meals & Entertainment,refund,success
TXN001259,CD0112,CO014,2024-03-07,57060.26,AED,Jumbo Electronics,Hardware,purchase,success
TXN001260,CD0112,CO014,2024-03-17,75.73,AED,Talabat,Meals & Entertainment,purchase,failed
TXN001261,CD0112,CO014,2024-05-11,419.93,AED,Microsoft 365,SaaS Subscription,purchase,success
TXN001262,CD0112,CO014,2024-05-15,360.31,AED,Rotana Hotels,Travel,purchase,failed
TXN001263,CD0114,CO014,2023-04-10,761.9,AED,Microsoft 365,SaaS Subscription,purchase,success
TXN001264,CD0114,CO014,2023-04-19,144.39,AED,Careem,Travel,purchase,success
TXN001265,CD0114,CO014,2023-04-22,240.43,AED,Slack,SaaS Subscription,purchase,success
TXN001266,CD0114,CO014,2023-04-23,1371.61,AED,Carrefour,Office Supplies,refund,success
TXN001267,CD0114,CO014,2023-04-27,910.39,AED,LinkedIn Ads,Advertising,purchase,failed
TXN001268,CD0114,CO014,2023-05-04,956.58,AED,Snapchat Ads,Advertising,purchase,success
TXN001269,CD0114,CO014,2023-07-01,115.85,AED,Zoom,SaaS Subscription,purchase,success
TXN001270,CD0114,CO014,2023-07-19,244.16,AED,McKinsey,Professional Services,purchase,success
TXN001271,CD0114,CO014,2023-10-27,795.77,AED,Zomato,Meals & Entertainment,cash_withdrawal,failed
TXN001272,CD0114,CO014,2023-12-22,1577.71,AED,Talabat,Meals & Entertainment,cash_withdrawal,success
TXN001273,CD0114,CO014,2024-02-11,1460.94,AED,du Telecom,Utilities,refund,success
TXN001274,CD0114,CO014,2024-03-09,18.1,AED,LinkedIn Ads,Advertising,purchase,success
TXN001275,CD0114,CO014,2024-03-31,469.39,AED,Meta Ads,Advertising,purchase,success
TXN001276,CD0114,CO014,2024-04-12,1856.96,AED,Zomato,Meals & Entertainment,refund,success
TXN001277,CD0114,CO014,2024-04-12,641.35,AED,Google Ads,Advertising,purchase,success
TXN001278,CD0114,CO014,2024-04-13,1862.6,AED,Carrefour,Office Supplies,purchase,success
TXN001279,CD0114,CO014,2024-05-07,104.85,AED,Uber,Travel,purchase,success
TXN001280,CD0114,CO014,2024-05-28,917.28,AED,IKEA,Office Supplies,refund,success
TXN001281,CD0115,CO014,2023-04-13,240.02,AED,Google Ads,Advertising,purchase,failed
TXN001282,CD0115,CO014,2023-04-14,952.51,AED,Carrefour,Office Supplies,purchase,failed
TXN001283,CD0115,CO014,2023-05-04,63.4,AED,Slack,SaaS Subscription,purchase,success
TXN001284,CD0115,CO014,2023-05-12,740.18,AED,Etisalat,Utilities,purchase,success
TXN001285,CD0115,CO014,2023-06-12,1286.43,AED,Carrefour,Office Supplies,purchase,success
TXN001286,CD0115,CO014,2023-07-20,1294.6,AED,Zomato,Meals & Entertainment,refund,success
TXN001287,CD0115,CO014,2023-08-01,778.87,AED,Deloitte,Professional Services,purchase,success
TXN001288,CD0115,CO014,2023-08-12,130.54,AED,Talabat,Meals & Entertainment,purchase,failed
TXN001289,CD0115,CO014,2023-09-06,34.5,AED,,Meals & Entertainment,purchase,success
